Edition,Report Type,Measure Name,State Name,Rank,Value,Score,Lower CI,Upper CI,Source,Source Year
2015,2015 Annual,"Insufficient Sleep - $50-$74,999",Tennessee,39,36,0.8,41.8,30.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $50-$74,999",Texas,21,31.8,-0.16,35.7,27.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $50-$74,999",Utah,13,30,-0.57,32.2,27.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $50-$74,999",Vermont,12,29.3,-0.73,32.7,25.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $50-$74,999",Virginia,45,38.7,1.42,42.5,34.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $50-$74,999",Washington,14,30.1,-0.55,33.3,26.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $50-$74,999",West Virginia,31,33.9,0.32,38,29.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $50-$74,999",Wisconsin,11,29.2,-0.76,33,25.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $50-$74,999",Wyoming,29,33.7,0.27,38.9,28.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $50-$74,999",United States,,32.5,,34.3,32.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $50-$74,999",District of Columbia,,35.5,,43.2,27.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Alabama,30,31.1,0.24,34.4,27.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Alaska,38,32.4,0.55,35.9,28.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Arizona,22,29.8,-0.07,32.2,27.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Arkansas,16,28,-0.51,32.5,23.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",California,33,31.4,0.31,33.8,29.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Colorado,2,23.4,-1.62,25,21.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Connecticut,24,30.1,0,32.5,27.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Delaware,24,30.1,0,34.1,26.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Florida,23,29.9,-0.05,32.4,27.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Georgia,45,34.4,1.04,37.5,31.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Hawaii,50,42.9,2,46,39.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Idaho,8,25.2,-1.18,28.9,21.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Illinois,37,32,0.46,35,28.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Indiana,30,31.1,0.24,33.5,28.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Iowa,5,24.3,-1.4,26.6,22,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Kansas,11,25.8,-1.04,27.5,24,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Kentucky,32,31.2,0.27,34.4,28,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Louisiana,41,32.9,0.68,35.8,29.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Maine,5,24.3,-1.4,26.7,21.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Maryland,48,36.2,1.47,38.5,34,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Massachusetts,21,29.5,-0.14,31.3,27.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Michigan,43,33.6,0.84,36.2,31.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Minnesota,7,24.4,-1.38,25.9,23,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Mississippi,33,31.4,0.31,36.4,26.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Missouri,20,29.1,-0.24,32.8,25.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Montana,13,25.9,-1.01,29,22.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Nebraska,9,25.4,-1.13,27.3,23.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Nevada,46,35,1.18,39.6,30.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",New Hampshire,13,25.9,-1.01,28.7,23.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",New Jersey,49,36.3,1.5,38.6,34.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",New Mexico,17,28.3,-0.43,31.4,25.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",New York,42,33.1,0.72,35.7,30.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",North Carolina,11,25.8,-1.04,28.4,23.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",North Dakota,27,30.7,0.14,33.6,27.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Ohio,28,30.8,0.17,33.5,28,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Oklahoma,35,31.5,0.34,34.2,28.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Oregon,3,23.5,-1.59,26.6,20.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Pennsylvania,44,33.9,0.92,36.3,31.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Rhode Island,36,31.9,0.43,34.7,29,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",South Carolina,28,30.8,0.17,33.4,28.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",South Dakota,1,21.9,-1.98,25,18.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Tennessee,40,32.8,0.65,37.6,28.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Texas,26,30.3,0.05,32.9,27.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Utah,15,27.1,-0.72,28.7,25.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Vermont,3,23.5,-1.59,25.9,21.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Virginia,39,32.5,0.58,34.7,30.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Washington,19,28.6,-0.36,30.7,26.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",West Virginia,47,35.2,1.23,38.7,31.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Wisconsin,10,25.7,-1.06,28.5,23,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",Wyoming,17,28.3,-0.43,31.8,24.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",United States,,30.1,,31.4,30.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,"Insufficient Sleep - $75,000 or More",District of Columbia,,23.7,,26.9,20.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Alabama,41,39.8,1.04,42.5,37.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Alaska,30,37.7,0.43,41,34.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Arizona,21,34.7,-0.43,37.1,32.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Arkansas,44,40.7,1.3,44.6,36.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,California,9,32.8,-0.98,34.8,30.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Colorado,1,29.7,-1.88,31.5,28,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Connecticut,24,35.9,-0.09,38.6,33.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Delaware,34,39,0.81,42.9,35,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Florida,32,38.1,0.55,40.6,35.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Georgia,40,39.7,1.01,42.5,36.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Hawaii,45,40.8,1.33,43.5,38.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Idaho,10,33,-0.93,36.2,29.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Illinois,25,36.2,0,39.3,33.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Indiana,46,41.1,1.42,43.3,38.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Iowa,15,33.8,-0.69,36.2,31.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Kansas,10,33,-0.93,34.7,31.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Kentucky,50,42.7,1.88,45.5,39.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Louisiana,35,39.2,0.87,41.7,36.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Maine,18,34,-0.64,36.6,31.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Maryland,46,41.1,1.42,44,38.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Massachusetts,15,33.8,-0.69,35.8,31.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Michigan,49,42.2,1.74,44.7,39.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Minnesota,3,31.8,-1.27,33.3,30.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Mississippi,37,39.6,0.98,43.3,35.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Missouri,25,36.2,0,39.2,33.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Montana,5,32.1,-1.19,35,29.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Nebraska,7,32.4,-1.1,34.2,30.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Nevada,28,37,0.23,41,32.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,New Hampshire,17,33.9,-0.67,37.2,30.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,New Jersey,27,36.7,0.14,38.9,34.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,New Mexico,14,33.5,-0.78,36.1,30.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,New York,37,39.6,0.98,42.2,37.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,North Carolina,10,33,-0.93,35.2,30.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,North Dakota,22,35.2,-0.29,38.2,32.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Ohio,43,40.3,1.19,43,37.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Oklahoma,29,37.5,0.38,39.8,35.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Oregon,10,33,-0.93,36,29.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Pennsylvania,36,39.3,0.9,41.7,36.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Rhode Island,33,38.7,0.72,42,35.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,South Carolina,48,41.4,1.5,43.7,39.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,South Dakota,2,31.5,-1.36,34.9,28.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Tennessee,42,39.9,1.07,43.5,36.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Texas,18,34,-0.64,35.9,32,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Utah,3,31.8,-1.27,33.1,30.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Vermont,5,32.1,-1.19,34.6,29.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Virginia,31,38,0.52,40.3,35.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Washington,8,32.7,-1.01,35,30.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,West Virginia,37,39.6,0.98,42.4,36.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Wisconsin,22,35.2,-0.29,38.1,32.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,Wyoming,20,34.3,-0.55,38.1,30.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,United States,,36.2,,36.9,36,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 18-44,District of Columbia,,31.2,,35.2,27.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Alabama,49,43.2,1.48,45.5,41,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Alaska,18,34.2,-0.64,37.3,31.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Arizona,21,35.2,-0.4,37,33.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Arkansas,29,37.2,0.07,40.2,34.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,California,30,37.3,0.09,39.5,35,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Colorado,2,29.4,-1.77,30.9,27.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Connecticut,27,37.1,0.05,39.2,34.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Delaware,46,40.7,0.89,43.7,37.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Florida,30,37.3,0.09,39.3,35.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Georgia,48,42.2,1.25,44.7,39.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Hawaii,50,48.8,2,51.5,46.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Idaho,7,31.4,-1.3,34.1,28.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Illinois,23,36.2,-0.16,39,33.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Indiana,45,40.6,0.87,42.3,38.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Iowa,12,32.2,-1.11,34.1,30.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Kansas,11,32,-1.15,33.4,30.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Kentucky,43,40.5,0.85,42.7,38.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Louisiana,25,36.9,0,39,34.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Maine,19,34.3,-0.61,36.3,32.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Maryland,36,38.8,0.45,41,36.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Massachusetts,32,37.9,0.24,39.7,36.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Michigan,34,38.4,0.35,40.4,36.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Minnesota,2,29.4,-1.77,30.7,28.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Mississippi,27,37.1,0.05,40.2,34,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Missouri,20,34.6,-0.54,37.1,32.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Montana,9,31.7,-1.22,34,29.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Nebraska,6,31.2,-1.34,32.7,29.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Nevada,43,40.5,0.85,44.6,36.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,New Hampshire,15,33.2,-0.87,35.6,30.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,New Jersey,41,39.8,0.68,41.7,37.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,New Mexico,14,32.9,-0.94,35.1,30.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,New York,39,39.5,0.61,41.8,37.2,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,North Carolina,22,35.9,-0.24,38,33.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,North Dakota,4,30.4,-1.53,32.7,28.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Ohio,38,39.4,0.59,41.5,37.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Oklahoma,33,38,0.26,40,35.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Oregon,16,33.6,-0.78,36.3,31,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Pennsylvania,39,39.5,0.61,41.3,37.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Rhode Island,25,36.9,0,39.2,34.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,South Carolina,42,40,0.73,42,38.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,South Dakota,1,27.5,-2,30.3,24.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Tennessee,37,39.2,0.54,42,36.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Texas,23,36.2,-0.16,38.4,34,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Utah,13,32.8,-0.97,34.4,31.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Vermont,7,31.4,-1.3,33.4,29.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Virginia,35,38.7,0.42,40.7,36.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Washington,17,33.9,-0.71,35.9,32,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,West Virginia,47,41.7,1.13,43.9,39.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Wisconsin,10,31.8,-1.2,34.1,29.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,Wyoming,4,30.4,-1.53,33.2,27.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,United States,,36.9,,37.7,36.8,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 45-64,District of Columbia,,36.2,,39.8,32.7,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Alabama,36,27,0.47,29.1,24.9,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Alaska,41,27.6,0.63,31.5,23.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Arizona,15,24,-0.31,25.5,22.5,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Arkansas,31,25.7,0.13,28.2,23.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,California,46,29.1,1.02,31.8,26.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Colorado,9,23,-0.58,24.6,21.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Connecticut,36,27,0.47,29.3,24.6,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Delaware,43,28.3,0.81,31.3,25.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Florida,31,25.7,0.13,27.5,24,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Georgia,44,28.7,0.92,31.2,26.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Hawaii,50,43.2,2,46.2,40.1,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Idaho,7,21.7,-0.92,24.2,19.3,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Illinois,25,25.1,-0.03,27.8,22.4,"CDC, Behavioral Risk Factor Surveillance System",2014
2015,2015 Annual,Insufficient Sleep - Ages 65+,Indiana,16,24.2,-0.26,26,22.5,"CDC, Behavioral Risk Factor Surveillance System",2014
